mg,bp_rp
4.936467936720987,0.93056107
1.8551084573044427,1.9336596
-0.30099348490716693,1.45294
4.539416674610399,1.278615
4.723204481547668,1.0927668
4.035825246779126,1.3100147
0.6553973030465627,1.5116825
5.311658283576135,0.986743
0.4413850552209144,1.2352381
8.79458631293334,2.2101288
5.028087847952078,1.1132536
3.3308599205417373,1.1900721
5.734944986402102,1.3999758
5.590227878932723,1.105979
5.961837652447304,1.5157623
9.820623604119117,2.473896
7.838389325059701,2.0387
4.162586400423821,1.0394392
7.465957227782159,1.8201065
3.7822334270048135,1.2030945
4.568954925094557,1.0372858
5.089465541349311,1.2359943
3.679592961797468,1.1724987
3.7516330592396514,1.3016472
7.581397084348634,1.6521931
6.098688311740567,1.1826849
7.282805175677158,1.4991283
2.442711248324617,2.1776943
9.932633375728166,2.20504
4.98955997146537,1.1353235
4.4032285724655615,1.2969046
5.146178559332988,0.96640396
5.238703626762112,2.261572
4.1812288794162935,1.212719
4.430912867208622,1.1697483
4.169264981591919,0.9772301
9.291047691573386,1.9242706
7.725553956884486,1.8855515
4.852943656256006,1.0891218
9.356215457645789,2.283289
5.56122643066151,1.1487799
1.4250651412309736,0.85937023
3.8356290970255937,0.9798784
4.3593901937999355,1.058507
5.6836123633362945,1.0747566
4.662546847181568,1.4454365
7.988116171207473,2.062481
3.717925290928985,0.756402
4.029577066771761,0.9691248
7.723750367307396,1.7308865
4.716466755824422,0.7848902
6.243879426264357,1.3889141
6.666307021078119,1.3135777
7.421451698979478,1.6279583
4.518730391185331,1.4364185
8.387819011685355,2.2563
4.483334071789772,0.8817282
2.2543005864953045,0.89836025
5.663840424598531,1.3206387
8.830162683687625,2.1350021
5.232657313573082,1.9684553
5.986168951021066,1.2497559
6.0464291014245575,1.1440525
4.753847994179219,1.1920891
5.980629076601522,1.0021343
-0.11833226873417857,1.6943512
4.354361680761198,1.1793051
4.640824671106275,1.0402546
6.4185190161094425,1.9014664
7.603879642970522,1.8719254
5.148392952560455,1.1142998
1.857682206248974,1.7807293
-1.0542576468028955,2.0193167
4.628863755541728,0.89746857
3.221555771811035,2.2722702
4.997543825807741,2.2124615
8.381511721358606,1.9173298
4.559292548766248,0.890337
5.270094767436268,1.1423035
4.457161492362685,1.0547342
6.508913642889965,1.390274
2.1119247771972205,1.3371458
6.15546034409628,1.2123432
7.074457601002177,1.8145542
5.327890044255376,1.0196114
3.914378986917857,0.87296295
4.24430370220491,1.0357428
0.3572363450546696,1.4558268
2.3604220328330996,2.4203196
4.573892406103537,0.9892864
7.838038354784537,1.6908379
6.744086420037863,1.7226562
2.8962340234005524,1.1251888
5.115714962727466,1.0044756
2.4591352820176056,0.9922333
-1.522960324042037,1.681757
7.109687095798741,2.7735558
0.5524824910758799,2.0239077
7.093873145817781,1.4092331
4.438972167873807,0.9720545
5.895287753112669,1.1917057
3.048083410014298,1.2791843
4.103438639171056,0.90157604
4.408943744278856,0.9989939
4.987629916003858,0.76492405
4.662107486084482,1.0642014
4.2349495177805565,0.8800411
3.6687303151880535,1.029501
6.195452566689909,1.5973816
7.369758919489875,1.687746
5.999881431929786,1.2473221
6.4440050543300735,1.3220596
5.756706004251306,1.48382
5.26619112984571,1.1719246
9.802971672931772,2.5875397
9.8113333221774,2.6764908
7.108541781872173,1.5541992
5.526623752254201,1.5686235
9.225216907223267,2.5067482
9.248880468776754,2.2828083
7.88574022665787,2.1001434
4.9913370424848935,1.1512518
3.203364437222298,1.0787535
7.010483730480857,1.3464165
4.957441191283831,1.6012697
6.723435679147265,1.4323235
6.420173810183055,1.2173424
3.8890428592690505,0.91372776
4.962727921149213,1.1221399
4.974835742775483,1.0564575
1.7342353457239934,1.881031
2.4404654388285927,2.3312912
2.790098819680031,1.0636015
4.174288172582656,0.925683
5.760148679991026,1.150753
10.234921672442379,2.4194298
3.2496799296823085,1.3088188
7.572547177441578,2.0404148
5.001811805835272,1.2728472
5.273809929709028,0.9789982
0.8652269433774613,2.0669956
4.866939913620746,1.0866003
2.578871964381527,2.1231937
5.4390673490339445,1.251894
4.817314861362515,0.8994026
4.614916030527846,2.0676718
8.9599471329193,2.3346539
6.401425661630849,1.1968822
5.738569608864518,1.2622337
5.541387699794548,1.2252359
7.848355072689689,1.8375397
1.0155758535986408,1.45506
5.927349907749191,1.3000278
6.7983186617414475,1.44841
2.893629450920738,2.2007637
7.244121322097577,1.66222
3.793019048128418,1.6409111
5.784187749337544,1.4866257
9.26387369477537,2.3642406
