bp_rp,s_dist,abs_gmag
,0.539991167985606,25.971617360792013
0.8425865,0.5412915169971741,26.21723186509165
,0.5930262632336232,25.48445145419001
,0.6118889957642715,25.850208028796825
,0.6605067580460595,26.70230282042891
,0.691196695097866,25.986150060539273
,0.7180359647451946,25.710180495845574
,0.7258245899469189,25.318014922234433
,0.7303133736221362,24.899616817995778
,0.7525372984084552,25.581747743832125
,0.8067251620926833,24.719027014399934
,0.8332080927465173,24.955492017211213
,0.839222936653768,25.15135569151463
1.4886551,0.8580698137302415,25.52535906283981
,0.8743777512117815,25.616709357559202
,0.8841637680962708,24.679335178277118
,0.9179241427550755,24.977696917781785
,0.9512699125606138,25.68825414526814
1.2265911,0.9581724537986411,24.875952293549066
1.0353088,0.969918024274183,25.616922994384673
,0.9798243403329217,24.412648010676346
0.8967285,1.0163872793208106,24.676610328286564
,1.0206138962354874,24.22369035569177
,1.0319015910201197,24.495300410970597
,1.0323029344508838,24.69143744194769
0.8374996,1.0519802812730306,24.559225843173827
,1.0607373123833932,24.391862046549367
,1.0791270238515676,24.296902172555
,1.0934708257184327,25.166328912136258
,1.0938080855221908,24.185598689587096
1.8953896,1.0942139726334894,24.251788676138887
,1.1003412411868418,25.31881415694836
,1.118282285353415,24.4494768127137
,1.1247909413716235,24.38380301334293
,1.1337461793602137,24.812133799524176
1.5880413,1.1401899026341409,24.46107237508407
,1.150044408181844,24.940025884672576
2.5175152,1.1629754631474343,24.372567619977882
,1.1664252495504073,23.969159347555944
,1.1705565313867023,24.290390866212924
,1.18134193026297,24.533618273509678
,1.1851051996172892,23.998721509307842
1.9304409,1.1861363988340856,25.310265554419917
,1.1863460678354691,24.69214111398654
,1.1890028956761853,25.00957585601587
,1.2058153866037962,24.37266770133056
,1.234054794313686,24.51141211731205
,1.2390084836507997,23.48840209825244
,1.2484405028434071,24.1310338277463
,1.2560850547163414,24.117424976529353
,1.2561718741123808,24.295005451925547
,1.266453862935248,23.84871695328361
,1.268642306589793,25.07228186310474
,1.2733397803235196,24.45592650549774
,1.278556415496602,24.995993035259886
,1.2810261264879357,23.727911357658122
,1.2826284496418114,24.19826137325827
,1.2935270389697184,23.95761910167231
,1.2947300837646187,23.62646266025258
,1.3003741103662136,24.378930583866047
3.796496,1.3012355557777502,13.381832719039723
,1.302233271371833,23.706520511285934
,1.3048307168314361,24.48157438628019
,1.3134110241394323,23.851958811040248
,1.34651298852447,24.06012211550528
,1.3482420718847477,24.24057445776517
1.5783978,1.3526662530837752,24.51296724101536
,1.3612324768757758,23.76294614008787
,1.3933315587194968,23.809899978435144
,1.405468574961203,23.66476202350705
,1.4131620072965867,23.820891965542135
,1.4297403815934262,23.817975251610548
,1.44895320621916,23.715359989130157
,1.457385453460973,23.97858323127333
,1.4699644952979638,24.000484740833215
,1.477812537378756,24.353159064938538
1.1350498,1.4812445586319156,24.088203745591315
0.7023449,1.4816197974582488,24.76301917126988
,1.4830567726949462,24.285906140009526
1.0786934,1.487177127842705,24.774350223802088
,1.4978133536717746,23.805807441026445
,1.511465042037561,24.90870404488987
1.9071579,1.5243576112445203,23.45880274268384
0.8932476,1.5252914040099517,24.355755951602788
2.0104465,1.5320919177524486,23.820304789361234
,1.5362448853933974,24.039667354471618
1.3074665,1.5369222260693376,23.677427800089742
1.8198204,1.540940490213995,24.840512498666897
,1.5415347334832636,23.491263700488872
,1.5426538085732397,23.708693479605223
,1.5569729911597772,24.014764191587698
2.0297108,1.5621247628165498,23.316272489767922
,1.5657901715411473,23.708148287711886
1.8693829,1.5682344716798817,23.125651929478686
,1.5694981117525513,23.443362836635636
,1.5725954512647877,23.767210563365687
1.3939228,1.5820302041960186,24.09379087677623
1.0945778,1.5913848889225908,23.74146145131323
1.5629349,1.5928388395755928,23.945123023608144
,1.601620068519621,24.25167758796178
,1.6036426823551624,23.847001485961194
,1.611461370726988,24.568917212130046
,1.6136407800243926,24.03218037160829
,1.6141375821980937,23.2623220944499
,1.6151752572754619,23.83356794864715
,1.615731713820627,23.853011159324964
1.0619335,1.6162878260043791,24.001851528808686
,1.6195502357896197,24.260763324830208
1.2856846,1.6351300150275454,24.10817238451733
,1.6384635463106736,24.002191235903865
,1.6436050407772658,23.72283533969884
,1.648192539770294,24.392938032398675
1.0942173,1.6501104043538888,23.52560561059582
,1.663101767441939,23.41445456530502
,1.6644792394354586,23.600185387535674
,1.6754958483469709,24.240264207301852
,1.675734982525412,23.622762992572184
,1.675890884210546,23.535685063919527
,1.704345112413134,23.04760895464277
,1.7065372263019598,23.499543085764163
,1.7088820956459525,23.21850813604323
,1.7105488124882968,23.89673681034586
,1.7228447712803754,23.25065020504954
,1.7361825767449985,23.48079691202499
,1.7370211643591733,23.391882500303904
1.691721,1.7392194402805936,23.372242758022786
,1.739390902761631,23.676554067419875
,1.746568050110689,24.086666513604268
,1.7624954689375545,23.216520674970273
,1.7726121486261568,23.620176403262025
,1.7761326552884569,22.87730447719749
,1.7764410111636888,23.213322782449964
,1.7828483505429231,24.207295718986092
,1.7941957783048514,23.771292632380614
,1.7980728822608225,23.204500149599177
,1.7985095030351228,22.22021780962649
,1.8005417659172258,24.349700614510972
,1.8072184563312075,23.980468737201633
,1.808481048955401,23.092706464852732
,1.8170933908928317,23.794094285905647
,1.8194804586484064,24.15441036090126
2.8405204,1.8266487681550243,11.886830311029343
,1.8270080175478425,23.13569470669502
,1.8281085052773491,24.040913692146983
,1.8384036238097723,24.427181496669323
,1.864639031727702,22.485408866501846
,1.8733167034553344,23.434118426079923
2.0360794,1.8774646521858438,24.119516413854996
,1.8781758685129017,24.14840474768606
,1.878390752175578,23.104205287387405
,1.8907589020473148,23.614816514871624
,1.8978762361916426,23.317961555290108
,1.9033044018561351,23.72196557586278
,1.9073239027252433,23.76895165646869
,1.911303529718935,22.876688330203656
1.1254005,1.9164010980099637,24.00685085812298
1.5365906,1.9184495048756556,23.6862708568025
,1.9346778656476207,24.50950162218905
,1.9438887734983659,24.046541623642657
,1.9499890489508986,23.773363231670597
,1.9505846369390176,23.250304009317354
,1.9555647211892677,23.22944911963114
,1.9613386840197577,23.553974013617918
,1.9637827778780632,22.84530089243291
,1.975124592870231,23.472241903162963
,1.97776736844898,23.27430432334044
,1.9797580616176453,22.91376137521955
,1.9802140279531226,23.454175847459172
,1.9851161745831538,22.960792650150402
,1.9904274433152596,23.56599059631446
,1.9906562447578826,23.2508854223725
,1.9968634612246012,23.033364807451274
,1.9970728197178076,23.981306862500908
1.3762436,1.9991387815714148,23.387230439000007
,2.004466202494989,24.357062203116328
,2.009955152250942,22.939348467965157
,2.013555912300693,23.239680128320387
1.149044,2.0155468629312154,23.016911078488043
,2.01600742166194,22.71955902045264
0.7049122,2.023664501846177,24.18119097709259
,2.0297104785231213,23.053668916979596
2.3024158,2.034675427996989,24.340876578127816
,2.0372438851244805,23.75850726696988
1.4006882,2.04941051443403,22.355580099242268
,2.0574128507899614,23.403746839448438
,2.062314085039204,22.99809214093036
,2.0642886781214655,23.259127049150198
1.6768837,2.069324699948407,22.35525353565635
,2.070126238142203,23.952223339369407
,2.0785997036700445,22.824321277704616
,2.0825582717813624,23.072837171868063
1.0158176,2.083778069447656,22.239892999223038
0.5462265,2.0872528719901684,23.484422942304388
,2.0910295077832615,22.935455433578408
,2.092774324217132,23.624321891594878
,2.0939379766329096,22.914553872368
,2.0942994063002844,23.667707686980823
1.9987183,2.101076258239959,23.78156877057253
,2.1034704388115912,23.44097627533085
1.3595715,2.108089336894605,23.814781932142598
,2.1126085619170016,22.374361777190433
1.2545757,2.1210054720012375,23.20800455618518
,2.13251564640738,23.750325703224835
1.5199642,2.132656953940671,23.899401331994216
,2.140275714866695,23.995177168896863
,2.1546210805781163,23.889789916595067
,2.155095514972343,23.334605250789433
,2.1552186723816744,22.947317998802653
,2.1567619462466947,23.58608537423642
1.0083961,2.1626896993065206,22.908568904052526
,2.169248591170419,23.163759776138548
,2.1751298656580778,23.31850017458798
,2.177284825734259,22.937283435757852
,2.1816770959770513,23.195049484925303
0.9914932,2.1838531401193277,23.689573541314203
,2.1886891426576294,23.219196006888115
,2.1911514541054204,23.355512143383518
,2.197738742738678,22.931685001935072
,2.202200634117444,23.71059847201689
,2.204245833341249,22.66512190022879
,2.2063321690917763,23.219042517177513
,2.213347407687633,23.319286751864585
,2.2299215688754077,23.418090327801345
,2.237536780230877,23.264811423747194
,2.2405283310842936,22.840511976111742
,2.2406229273890266,22.5263677155332
,2.2435534081050004,23.463316442471253
,2.2514342604558615,22.993883456890963
,2.2570755670864338,22.580101228383093
,2.261051571132791,22.856672986277513
,2.2767827677087484,22.345165016460363
,2.2783452257280246,22.426280701437914
1.9020786,2.2791496242812004,22.785978267060106
,2.287855713218541,22.737078491154413
,2.2905428405664563,22.65087705832779
,2.292974462471446,23.17132010316717
,2.2979407154699816,23.56068985620174
,2.3015037568179846,22.32839599653933
,2.303672784717514,22.42113807670234
,2.310242478233066,22.893704439155712
,2.3130174368599445,23.42903107967666
,2.3136410844654,23.119630672641215
0.9351845,2.31609014644495,22.91866579013562
,2.3192054742724464,22.922468443996017
,2.3236766690171686,22.46759677821684
,2.3238678850761922,23.80904330806749
0.15708351,2.3280309155265,23.11225133654163
,2.3332699107743817,22.88121200834147
,2.3334218622386587,22.94451282857869
,2.3417669909702163,23.00593455415639
,2.3570204526400325,23.568206438077237
,2.3573423163455467,23.38255569940215
,2.3578848803637515,22.75551674221221
1.5119305,2.3609830489941546,22.352654322540815
,2.36909583671978,22.87017652822723
1.6324177,2.370459858509352,22.608522062351934
,2.3729999985248837,21.922602649374475
,2.3749627116001792,23.63088464828068
,2.3805901900990087,21.899932514734132
0.63425446,2.381742652350933,22.892469036296383
,2.3833787154721175,23.637369220162245
0.94769096,2.3835468209002344,22.922515367543653
,2.383840395406413,22.95081238321825
,2.384564302945001,22.86389894629533
,2.3912672025005848,23.440664547673382
,2.391486091906839,23.31208215024353
,2.392875109506865,23.303495160530066
,2.3941836354074373,23.716055819076423
,2.3949582695146012,22.92539821728758
,2.3949813824380537,22.383318316548728
,2.3960845461885834,23.008643941913206
,2.416696627846735,22.980652167482667
,2.420304824135058,22.751263910372685
,2.4213268507042014,23.206525817432958
,2.4230351924401163,22.90217027769903
1.4346676,2.4246844394775713,22.831543743161742
,2.4252112519318105,22.93361868935836
,2.4344194119515894,22.201770088786546
,2.438483616309489,23.172738192351684
,2.4416095629173395,23.515459169460648
,2.4474642010124428,22.89634593279534
,2.4485057333121074,23.365432804385797
,2.4503215290545337,23.314867134192525
,2.4539354942416503,23.177711799639923
,2.4556644182885785,23.033280049827237
,2.461452084027606,23.853479868209867
,2.4834180561212174,22.99709045808119
1.2234097,2.485637992709469,22.82888093554823
,2.4865179121864074,22.920201066516192
1.3679981,2.4917686762027054,22.73634871884445
,2.494486972598785,22.58628367943052
,2.497644092026173,22.620720879065846
,2.4981308398577586,22.38413745938931
,2.500464709068459,23.02133090803577
,2.5015243872826605,22.517296148919698
,2.5132953396667252,22.773480627752377
,2.519048285143665,22.233153553098788
,2.5232377469402087,22.757903608471622
